REPORT_DAT,SHIFT,OFFENSE,METHOD,BLOCK,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
7/14/18 1:09,MIDNIGHT,ROBBERY,GUN,500 - 799 BLOCK OF RHODE ISLAND AVENUE NE,5,502,5,5E,Cluster 21,009204 2,9204,Precinct 74,18115264,400246,139229,7/14/18 0:05,7/14/18 0:13
7/14/18 1:20,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,3200  - 3299 BLOCK OF ARCADIA PLACE NW,2,201,4,3G,Cluster 10,001500 4,1500,Precinct 51,18115267,394546,145440,7/14/18 0:10,7/14/18 0:16
7/14/18 2:21,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,1400 - 1425 BLOCK OF R STREET NW,3,301,2,2F,Cluster 7,005201 4,5201,Precinct 16,18115283,397172,138305,7/14/18 0:05,
7/14/18 2:03,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,4600 - 4799 BLOCK OF SOUTH CAPITOL STREET,7,708,8,8D,Cluster 39,010900 2,10900,Precinct 125,18115308,399848,128205,7/14/18 1:37,
7/14/18 4:02,MIDNIGHT,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF 15TH STREET NW,2,207,2,2B,Cluster 6,010100 2,10100,Precinct 17,18115316,397000,137253,7/14/18 0:30,7/14/18 2:00
7/14/18 2:16,MIDNIGHT,THEFT F/AUTO,OTHERS,1820 - 1899 BLOCK OF 9TH STREET NW,3,305,1,1B,Cluster 3,004400 2,4400,Precinct 137,18115317,397921,138592,7/14/18 1:53,
7/14/18 4:55,MIDNIGHT,ROBBERY,GUN,4900 - 4921 BLOCK OF CENTRAL AVENUE NE,6,608,7,7C,Cluster 33,007804 3,7804,Precinct 97,18115331,405865,135849,7/14/18 2:05,7/14/18 4:33
7/14/18 5:06,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,1200 - 1299 BLOCK OF 4TH STREET SE,1,106,6,6D,Cluster 27,007200 2,7200,Precinct 131,18115339,399952,134206,7/14/18 0:37,
7/14/18 4:56,MIDNIGHT,THEFT F/AUTO,OTHERS,1200 - 1299 BLOCK OF K STREET NW,1,101,2,2F,Cluster 8,010100 1,10100,Precinct 129,18115365,397497.21,137185.88,7/14/18 3:19,
7/14/18 4:51,MIDNIGHT,THEFT/OTHER,OTHERS,740 - 899 BLOCK OF KENILWORTH AVENUE NE,6,601,7,7D,Cluster 30,009602 1,9602,Precinct 100,18115383,404691,137003,7/14/18 3:50,
7/14/18 6:09,MIDNIGHT,THEFT F/AUTO,OTHERS,800 - 899 BLOCK OF E STREET SE,1,107,6,6B,Cluster 26,007000 2,7000,Precinct 90,18115399,400488,134987,7/14/18 5:17,
7/14/18 7:40,DAY,SEX ABUSE,OTHERS,1811 - 1999 BLOCK OF HAMLIN STREET NE,5,504,5,5C,Cluster 22,011100 2,11100,Precinct 72,18115403,401970,139983,7/14/18 3:15,7/14/18 3:30
7/14/18 8:02,DAY,MOTOR VEHICLE THEFT,OTHERS,5500  - 5599 BLOCK OF 7TH STREET NW,4,403,4,4D,Cluster 18,002101 2,2101,Precinct 56,18115411,398063,143223,7/13/18 22:30,7/14/18 6:30
7/14/18 9:09,DAY,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF E STREET SE,1,108,6,6B,Cluster 26,006900 2,6900,Precinct 91,18115422,401135,135000,7/13/18 16:30,7/14/18 6:30
7/14/18 9:30,DAY,MOTOR VEHICLE THEFT,OTHERS,5910  - 5999 BLOCK OF 14TH STREET NW,4,402,4,4A,Cluster 17,001803 2,1803,Precinct 60,18115429,397103,143859,7/14/18 8:47,7/14/18 9:30
7/14/18 20:02,EVENING,THEFT/OTHER,OTHERS,3700 - 3702 BLOCK OF MASSACHUSETTS AVENUE NW,2,204,3,3C,Cluster 14,000701 4,701,Precinct 28,18115707,393631,140106,7/14/18 19:14,7/14/18 19:49
7/20/18 22:34,EVENING,THEFT/OTHER,OTHERS,2000 - 2099 BLOCK OF 14TH STREET NW,3,305,1,1B,Cluster 3,004300 1,4300,Precinct 22,18119858,397229,138854,7/20/18 21:27,7/20/18 22:12
7/20/18 22:04,EVENING,BURGLARY,OTHERS,3200 - 3299 BLOCK OF FRANKFORD STREET SE,6,606,7,7B,Cluster 35,007603 4,7603,Precinct 113,18119863,403398,132072,7/20/18 20:59,
7/20/18 22:34,EVENING,THEFT F/AUTO,OTHERS,1800 - 1841 BLOCK OF 6TH STREET NW,3,306,6,6E,Cluster 3,004801 1,4801,Precinct 21,18119872,398274,138545,7/20/18 22:10,
7/20/18 23:17,MIDNIGHT,THEFT/OTHER,OTHERS,3000 - 3099 BLOCK OF HARRISON STREET NW,2,203,3,3F,Cluster 12,001301 2,1301,Precinct 138,18119873,394513,143234,7/20/18 21:15,
7/21/18 20:22,EVENING,THEFT F/AUTO,OTHERS,1800 - 1899 BLOCK OF 8TH STREET NW,3,305,1,1B,Cluster 3,004400 2,4400,Precinct 137,18119875,398010,138551,7/20/18 22:00,7/20/18 22:30
7/20/18 23:20,MIDNIGHT,THEFT F/AUTO,OTHERS,1200 - 1203 BLOCK OF Q STREET NW,3,307,2,2F,Cluster 7,005001 1,5001,Precinct 16,18119892,397535,138140,7/20/18 19:45,7/20/18 22:50
7/21/18 0:08,MIDNIGHT,THEFT/OTHER,OTHERS,3700 - 3799 BLOCK OF 12TH STREET NE,5,504,5,5B,Cluster 20,009504 1,9504,Precinct 68,18119921,400761,140829,7/20/18 23:35,7/21/18 0:09
7/21/18 1:41,MIDNIGHT,THEFT F/AUTO,OTHERS,1700 - 1709 BLOCK OF 9TH STREET NW,3,307,6,6E,Cluster 7,004901 1,4901,Precinct 21,18119927,397921,138345,7/20/18 22:00,7/20/18 23:30
7/21/18 1:03,MIDNIGHT,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF CORCORAN STREET NW,3,307,2,2F,Cluster 7,005001 2,5001,Precinct 16,18119929,397330,138223,7/20/18 22:00,7/21/18 0:15
7/21/18 1:20,MIDNIGHT,THEFT F/AUTO,OTHERS,2000 2098  BLOCK OF 38TH STREET SE,6,606,7,7B,Cluster 35,007603 1,7603,Precinct 110,18119950,404147,132996,7/21/18 0:16,7/21/18 0:58
7/21/18 4:17,MIDNIGHT,THEFT F/AUTO,OTHERS,4000  - 4099 BLOCK OF KANSAS AVENUE NW,4,404,4,4C,Cluster 18,002502 1,2502,Precinct 47,18119967,397648,141376,7/21/18 0:45,7/21/18 0:50
7/21/18 1:31,MIDNIGHT,THEFT F/AUTO,OTHERS,1100 - 1199 BLOCK OF K STREET NW,1,101,2,2F,Cluster 8,010100 1,10100,Precinct 129,18119972,397609,137185,7/20/18 22:30,7/21/18 0:30
7/21/18 2:01,MIDNIGHT,BURGLARY,OTHERS,1800 - 1999 BLOCK OF OTIS STREET NE,5,504,5,5B,Cluster 22,009400 2,9400,Precinct 69,18119992,401907,140800,7/20/18 23:23,
7/21/18 2:28,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,1600 - 1699 BLOCK OF 6TH STREET NW,3,308,6,6E,Cluster 7,004801 1,4801,Precinct 18,18119995,398274,138222,7/21/18 0:38,
7/21/18 4:23,MIDNIGHT,THEFT F/AUTO,OTHERS,1 - 60 BLOCK OF K STREET NW,1,103,6,6E,Cluster 8,004702 1,4702,Precinct 1,18120013,399119,137184,7/21/18 0:01,7/21/18 2:20
7/21/18 5:03,MIDNIGHT,THEFT F/AUTO,OTHERS,1700 - 1709 BLOCK OF K STREET NW,2,207,2,2B,Cluster 6,010700 1,10700,Precinct 17,18120021,396619.04,137186.12,7/20/18 23:30,7/21/18 3:11
7/21/18 5:40,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,1000 - 1099 BLOCK OF 5TH STREET SE,1,106,6,6D,Cluster 27,007200 1,7200,Precinct 131,18120047,400041,134459,7/21/18 3:21,
7/21/18 4:47,MIDNIGHT,THEFT/OTHER,OTHERS,3517 - 3648 BLOCK OF 16TH STREET NW,4,408,1,1D,Cluster 2,002701 4,2701,Precinct 40,18120051,396839,140889,7/21/18 4:03,
7/21/18 8:34,DAY,THEFT F/AUTO,OTHERS,3800 - 3899 BLOCK OF SOUTHERN AVENUE SE,6,606,7,7B,Cluster 35,007603 1,7603,Precinct 110,18120103,404381,132643,7/21/18 7:50,7/21/18 8:28
7/21/18 9:15,DAY,THEFT F/AUTO,OTHERS,3700 3851  BLOCK OF 9TH STREET SE,7,706,8,8E,Cluster 39,009801 1,9801,Precinct 121,18120113,400504,129677,7/21/18 8:34,
7/21/18 9:25,DAY,THEFT F/AUTO,OTHERS,3700 3851  BLOCK OF 9TH STREET SE,7,706,8,8E,Cluster 39,009801 1,9801,Precinct 121,18120114,400504,129677,7/21/18 8:09,
7/21/18 12:25,DAY,THEFT F/AUTO,OTHERS,1720 - 1799 BLOCK OF LINCOLN ROAD NE,5,502,5,5E,Cluster 21,008701 1,8701,Precinct 75,18120140,399287,138427,7/20/18 13:30,7/20/18 15:30
7/21/18 12:31,DAY,THEFT/OTHER,OTHERS,2300 2399  BLOCK OF PENNSYLVANIA AVENUE SE,6,605,7,7B,Cluster 34,007601 1,7601,Precinct 111,18120145,402423,134032,7/21/18 9:44,7/21/18 10:15
7/21/18 0:00,MIDNIGHT,HOMICIDE,GUN,1600 1629  BLOCK OF MINNESOTA AVENUE SE,7,701,8,8A,Cluster 34,007605 3,7605,Precinct 112,18120150,401585,133351,7/21/18 9:17,7/21/18 11:14
7/21/18 11:37,DAY,THEFT F/AUTO,OTHERS,2900 - 2918 BLOCK OF GEORGIA AVENUE NW,3,302,1,1B,Cluster 2,003100 1,3100,Precinct 37,18120159,398006,139949,7/21/18 10:21,7/21/18 10:51
7/21/18 11:58,DAY,MOTOR VEHICLE THEFT,OTHERS,4800  - 4816 BLOCK OF 9TH STREET NW,4,407,4,4D,Cluster 18,002201 2,2201,Precinct 55,18120167,397798,142307,7/20/18 22:00,7/21/18 10:20
7/28/18 6:15,MIDNIGHT,THEFT F/AUTO,OTHERS,500 - 699 BLOCK OF GRESHAM PLACE NW,3,306,1,1B,Cluster 3,003400 2,3400,Precinct 37,18124432,398122,139889,7/28/18 5:17,
7/28/18 7:26,DAY,BURGLARY,OTHERS,4200 - 4399 BLOCK OF 7TH STREET SE,7,706,8,8D,Cluster 39,009811 2,9811,Precinct 125,18124444,400251,128889,7/28/18 5:06,
7/28/18 7:23,DAY,THEFT F/AUTO,OTHERS,700 - 753 BLOCK OF 7TH STREET SE,1,106,6,6B,Cluster 26,007000 1,7000,Precinct 90,18124455,400331,134740,7/27/18 19:30,7/28/18 7:00
7/28/18 8:08,DAY,ASSAULT W/DANGEROUS WEAPON,KNIFE,1200 - 1299 BLOCK OF SIMMS PLACE NE,5,506,5,5D,Cluster 23,008804 2,8804,Precinct 78,18124466,401388,137908,7/28/18 7:20,7/28/18 7:30
7/28/18 8:10,DAY,MOTOR VEHICLE THEFT,OTHERS,2855 3200  BLOCK OF BLADENSBURG ROAD NE,5,503,5,5C,Cluster 24,011100 1,11100,Precinct 71,18124467,403459,140142,7/28/18 7:34,
7/28/18 9:57,DAY,THEFT/OTHER,OTHERS,1350 - 1399 BLOCK OF POTOMAC AVENUE SE,1,106,6,6B,Cluster 26,007100 2,7100,Precinct 91,18124489,401147,134664,7/28/18 9:00,7/28/18 9:10
7/28/18 10:13,DAY,MOTOR VEHICLE THEFT,OTHERS,600 - 699 BLOCK OF 46TH PLACE SE,6,604,7,7F,Cluster 33,009907 2,9907,Precinct 103,18124495,405593,134807,7/28/18 8:39,7/28/18 10:45
7/28/18 10:24,DAY,THEFT/OTHER,OTHERS,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,1,107,6,6B,Cluster 26,006500 1,6500,Precinct 89,18124507,400232,135255,7/28/18 9:30,7/28/18 9:35
7/28/18 11:11,DAY,THEFT F/AUTO,OTHERS,1800 - 1899 BLOCK OF GALLAUDET STREET NE,5,506,5,5D,Cluster 23,008803 1,8803,Precinct 76,18124518,401169,138368,7/28/18 9:52,
7/28/18 10:58,DAY,THEFT/OTHER,OTHERS,4000 - 4099 BLOCK OF CHESAPEAKE STREET NW,2,202,3,3E,Cluster 11,001100 4,1100,Precinct 32,18124527,393106,142539,7/28/18 9:52,
7/28/18 10:53,DAY,THEFT/OTHER,OTHERS,1621 - 1699 BLOCK OF NORTH CAPITOL STREET,5,502,5,5E,Cluster 21,003302 2,3302,Precinct 19,18124529,399215,138262,7/28/18 10:02,
7/28/18 11:36,DAY,THEFT F/AUTO,OTHERS,4800 - 4999 BLOCK OF INDIAN LANE NW,2,205,3,3D,Cluster 13,000901 3,901,Precinct 9,18124546,391604,140747,7/28/18 11:00,
7/28/18 13:04,DAY,THEFT/OTHER,OTHERS,5700 - 5799 BLOCK OF FOOTE STREET NE,6,608,7,7C,Cluster 31,007807 1,7807,Precinct 95,18124553,407073,136591,7/28/18 10:58,7/28/18 11:55
7/28/18 14:46,DAY,THEFT F/AUTO,OTHERS,3400 - 3499 BLOCK OF YUMA STREET NW,2,203,3,3F,Cluster 12,001200 4,1200,Precinct 33,18124560,394256,142040,7/20/18 15:00,7/28/18 10:00
7/28/18 12:25,DAY,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF NORTH CAROLINA AVENUE SE,1,107,6,6B,Cluster 26,006600 1,6600,Precinct 89,18124567,400231,135453,7/28/18 11:30,7/28/18 12:26
7/28/18 13:17,DAY,THEFT F/AUTO,OTHERS,6500  - 6527 BLOCK OF NORTH CAPITOL STREET,4,406,4,4B,Cluster 19,001702 2,1702,Precinct 64,18124574,399216,144526,7/28/18 12:13,7/28/18 12:48
7/28/18 13:37,DAY,THEFT F/AUTO,OTHERS,6000 - 6137 BLOCK OF SLIGO MILL ROAD NE,4,406,4,4B,Cluster 19,009505 2,9505,Precinct 64,18124590,399444,144008,7/28/18 12:45,7/28/18 12:57
7/28/18 13:35,DAY,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF NORTH CAPITOL STREET,1,103,6,6E,Cluster 8,004701 1,4701,Precinct 1,18124597,399213,137251,7/28/18 6:30,7/28/18 13:00
7/28/18 13:41,DAY,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF 4TH STREET NW,1,103,6,6E,Cluster 8,004701 2,4701,Precinct 1,18124603,398597,137252,7/27/18 18:45,7/27/18 19:15
6/30/18 20:44,EVENING,THEFT/OTHER,OTHERS,2000 - 2199 BLOCK OF 34TH STREET SE,6,606,7,7B,Cluster 35,007604 2,7604,Precinct 110,18107009,403658,132894,5/23/18 17:23,5/24/18 8:00
6/30/18 21:29,EVENING,MOTOR VEHICLE THEFT,OTHERS,1500 - 1599 BLOCK OF 7TH STREET NW,3,308,6,6E,Cluster 7,004901 2,4901,Precinct 18,18107020,398099,138058,6/30/18 20:18,6/30/18 21:09
6/30/18 21:15,EVENING,MOTOR VEHICLE THEFT,OTHERS,5200 - 5399 BLOCK OF CHILLUM PLACE NE,4,405,5,5A,Cluster 19,009508 2,9508,Precinct 66,18107027,400433,143061,6/30/18 20:38,
6/30/18 23:07,MIDNIGHT,ROBBERY,OTHERS,500  - 599 BLOCK OF CRITTENDEN STREET NW,4,407,4,4C,Cluster 18,002201 2,2201,Precinct 46,18107052,398238,142164,6/30/18 20:45,
6/30/18 23:48,MIDNIGHT,THEFT F/AUTO,OTHERS,1020 - 1099 BLOCK OF PARK ROAD NW,3,302,1,1A,Cluster 2,003100 1,3100,Precinct 38,18107062,397575,140448,6/30/18 19:00,6/30/18 22:00
7/1/18 0:56,MIDNIGHT,ROBBERY,GUN,600 - 699 BLOCK OF E STREET SW,1,105,6,6D,Cluster 9,010200 1,10200,Precinct 142,18107071,398186,135044,6/30/18 21:55,6/30/18 21:56
7/1/18 1:47,MIDNIGHT,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF HAWAII AVENUE NE,4,405,5,5A,Cluster 19,009501 3,9501,Precinct 44,18107101,399953,141548,6/30/18 22:41,6/30/18 23:38
7/1/18 0:34,MIDNIGHT,THEFT/OTHER,OTHERS,1700 - 1799 BLOCK OF RHODE ISLAND AVENUE NW,2,208,2,2B,Cluster 6,010700 2,10700,Precinct 17,18107126,396547,137583,6/30/18 13:00,6/30/18 14:15
7/2/18 4:32,MIDNIGHT,ROBBERY,GUN,3806 3843  BLOCK OF MINNESOTA AVENUE NE,6,603,7,7F,Cluster 32,009603 2,9603,Precinct 102,18107676,404253,136093,7/2/18 1:03,7/2/18 2:50
7/2/18 3:21,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,2300 - 2399 BLOCK OF GOOD HOPE ROAD SE,7,701,8,8B,Cluster 28,007504 1,7504,Precinct 114,18107691,402258,132857,7/2/18 1:58,7/2/18 2:15
7/2/18 6:16,MIDNIGHT,BURGLARY,OTHERS,2600 - 2699 BLOCK OF 16TH STREET NW,3,304,1,1C,Cluster 1,003800 3,3800,Precinct 35,18107706,396835,139570,7/2/18 5:32,
7/2/18 7:27,DAY,BURGLARY,OTHERS,2800 - 2999 BLOCK OF ADAMS MILL ROAD NW,3,303,1,1C,Cluster 1,003900 2,3900,Precinct 35,18107717,396233,139879,7/2/18 6:04,7/2/18 7:17
7/2/18 9:40,DAY,THEFT F/AUTO,OTHERS,1200 - 1299 BLOCK OF N STREET NW,3,307,2,2F,Cluster 7,005002 1,5002,Precinct 17,18107740,397497,137709,7/2/18 8:36,
7/2/18 9:05,DAY,THEFT F/AUTO,OTHERS,5400  - 5499 BLOCK OF KANSAS AVENUE NW,4,403,4,4D,Cluster 18,002102 4,2102,Precinct 57,18107743,398663,143126,6/29/18 17:00,7/2/18 8:20
7/2/18 10:09,DAY,BURGLARY,OTHERS,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,6,606,7,7B,Cluster 35,007603 2,7603,Precinct 113,18107764,402965,132500,7/2/18 7:44,
7/2/18 11:15,DAY,BURGLARY,OTHERS,4953 - 5099 BLOCK OF G STREET SE,6,604,7,7E,Cluster 33,007707 1,7707,Precinct 106,18107798,406004,134756,7/2/18 2:00,7/2/18 8:00
7/2/18 11:09,DAY,THEFT/OTHER,OTHERS,1200 - 1237 BLOCK OF WISCONSIN AVENUE NW,2,206,2,2E,Cluster 4,000202 3,202,Precinct 6,18107823,394550,137528,7/2/18 10:49,7/2/18 10:55
7/3/18 7:47,DAY,THEFT F/AUTO,OTHERS,1200 - 1399 BLOCK OF DELAWARE AVENUE SW,1,105,6,6D,Cluster 9,011000 4,11000,Precinct 127,18107869,398747,134091,7/2/18 8:30,7/2/18 13:21
7/2/18 12:42,DAY,THEFT F/AUTO,OTHERS,1 - 99 BLOCK OF N STREET NW,5,501,5,5E,Cluster 21,004600 1,4600,Precinct 19,18107884,399058,137708,7/2/18 11:30,7/2/18 11:58
7/13/18 3:19,MIDNIGHT,THEFT/OTHER,OTHERS,4500 4509  BLOCK OF BENNING ROAD NE,6,603,7,7D,Cluster 32,009603 1,9603,Precinct 102,18114557,405391,135837,7/12/18 22:32,7/12/18 23:41
7/12/18 23:47,MIDNIGHT,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF V STREET NW,3,305,1,1B,Cluster 3,003500 2,3500,Precinct 37,18114569,398055,138877,7/12/18 20:15,7/12/18 22:50
7/13/18 0:04,MIDNIGHT,THEFT F/AUTO,OTHERS,1800 - 1899 BLOCK OF 7TH STREET NW,3,305,1,1B,Cluster 3,004400 2,4400,Precinct 137,18114579,398099,138551,7/12/18 22:59,
7/13/18 17:55,EVENING,THEFT/OTHER,OTHERS,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,5,505,5,5C,Cluster 22,009102 2,9102,Precinct 72,18114586,400840,139142,7/12/18 23:30,7/12/18 23:35
7/13/18 5:18,MIDNIGHT,THEFT F/AUTO,OTHERS,1400 - 1499 BLOCK OF U STREET NW,3,301,2,2B,Cluster 3,004300 2,4300,Precinct 141,18114611,397117,138792,7/13/18 1:10,7/13/18 3:52
7/13/18 3:20,MIDNIGHT,ROBBERY,OTHERS,1400 - 1433 BLOCK OF K STREET NW,2,207,2,2F,Cluster 8,010100 1,10100,Precinct 129,18114642,397155.47,137185.86,7/13/18 1:29,
7/13/18 5:28,MIDNIGHT,ROBBERY,OTHERS,228 - 323 BLOCK OF 51ST STREET NE,6,602,7,7C,Cluster 31,007804 2,7804,Precinct 97,18114663,406224,136245,7/13/18 4:07,7/13/18 4:10
7/13/18 7:26,DAY,THEFT/OTHER,OTHERS,1100 - 1199 BLOCK OF U STREET NW,3,305,1,1B,Cluster 3,004400 2,4400,Precinct 22,18114679,397609,138792,7/12/18 23:00,7/12/18 23:15
7/13/18 7:50,DAY,BURGLARY,OTHERS,4400 - 4499 BLOCK OF FESSENDEN STREET NW,2,202,3,3E,Cluster 11,001001 2,1001,Precinct 31,18114684,392421,142981,7/12/18 7:30,7/13/18 6:30
7/13/18 8:26,DAY,ASSAULT W/DANGEROUS WEAPON,KNIFE,3626 - 3699 BLOCK OF MINNESOTA AVENUE SE,6,603,7,7F,Cluster 32,007703 4,7703,Precinct 107,18114697,404038,135714,7/13/18 7:08,
7/13/18 9:21,DAY,THEFT F/AUTO,OTHERS,1400 - 1499 BLOCK OF MARYLAND AVENUE NE,1,108,6,6A,Cluster 25,008001 1,8001,Precinct 81,18114711,401347,136871,7/13/18 8:20,7/13/18 8:25
7/13/18 9:04,DAY,MOTOR VEHICLE THEFT,OTHERS,4700 - 4723 BLOCK OF QUARLES STREET NE,6,602,7,7D,Cluster 31,009601 1,9601,Precinct 92,18114715,405755,138027,7/13/18 6:30,7/13/18 6:45
7/13/18 10:05,DAY,THEFT/OTHER,OTHERS,1500 - 1517 BLOCK OF ANACOSTIA AVENUE NE,6,601,7,7D,Cluster 29,009601 1,9601,Precinct 92,18114731,405047,138070,7/12/18 18:00,7/13/18 10:14
7/13/18 9:58,DAY,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF 12TH STREET SE,1,107,6,6B,Cluster 26,006900 1,6900,Precinct 91,18114737,400846,135070,7/13/18 8:20,7/13/18 8:50
7/13/18 11:22,DAY,ASSAULT W/DANGEROUS WEAPON,KNIFE,3626 - 3699 BLOCK OF MINNESOTA AVENUE SE,6,603,7,7F,Cluster 32,007703 4,7703,Precinct 107,18114767,404038,135714,7/13/18 9:25,7/13/18 10:32
7/13/18 11:04,DAY,THEFT/OTHER,OTHERS,2101 2199  BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,701,8,8A,Cluster 28,007503 1,7503,Precinct 114,18114770,400898,133037,7/12/18 15:13,7/12/18 15:20
7/13/18 22:33,EVENING,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF CHAPIN STREET NW,3,304,1,1B,Cluster 2,003700 3,3700,Precinct 23,18115161,397088,139298,7/13/18 20:26,7/13/18 21:41
7/13/18 21:39,EVENING,THEFT/OTHER,OTHERS,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,5,505,5,5C,Cluster 22,009102 2,9102,Precinct 72,18115167,400840,139142,7/13/18 20:48,
7/14/18 4:09,MIDNIGHT,THEFT F/AUTO,OTHERS,1400 - 1499 BLOCK OF L STREET SE,1,106,6,6B,Cluster 26,007100 1,7100,Precinct 91,18115180,401336,134409,7/13/18 20:42,7/13/18 22:22
7/22/18 19:00,EVENING,THEFT F/AUTO,OTHERS,600 - 699 BLOCK OF C STREET SE,1,107,6,6B,Cluster 26,006600 1,6600,Precinct 89,18120888,400232,135355,7/22/18 17:00,7/23/18 0:00
7/22/18 19:27,EVENING,THEFT/OTHER,OTHERS,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,1,105,6,6D,Cluster 9,007200 2,7200,Precinct 128,18120895,399210.55,134299.54,7/22/18 18:51,7/22/18 18:55
7/22/18 19:37,EVENING,THEFT F/AUTO,OTHERS,900 - 999 BLOCK OF 11TH STREET NW,1,101,2,2F,Cluster 8,010100 1,10100,Precinct 129,18120899,397654,137119,7/22/18 16:00,7/22/18 17:00
7/22/18 21:01,EVENING,THEFT F/AUTO,OTHERS,1200 - 1399 BLOCK OF DELAWARE AVENUE SW,1,105,6,6D,Cluster 9,011000 4,11000,Precinct 127,18120916,398747,134091,7/22/18 19:44,7/22/18 20:11
7/22/18 20:36,EVENING,BURGLARY,OTHERS,1926 - 1999 BLOCK OF 16TH STREET SE,7,701,8,8A,Cluster 28,007504 1,7504,Precinct 114,18120928,401558,133104,7/22/18 19:07,7/22/18 19:13
7/22/18 21:37,EVENING,MOTOR VEHICLE THEFT,OTHERS,4400 - 4599 BLOCK OF F STREET SE,6,604,7,7F,Cluster 33,009907 1,9907,Precinct 103,18120936,405391,134888,7/22/18 19:56,7/22/18 20:45
7/22/18 22:03,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF U STREET NW,3,305,1,1B,Cluster 3,004400 2,4400,Precinct 22,18120940,397330,138792,7/22/18 19:30,7/22/18 20:00
7/23/18 1:15,MIDNIGHT,THEFT F/AUTO,OTHERS,3030 - 3299 BLOCK OF BUENA VISTA TERRACE SE,7,702,8,8B,Cluster 36,007502 2,7502,Precinct 115,18121027,402985,131495,7/22/18 22:42,7/23/18 0:52
7/23/18 1:41,MIDNIGHT,THEFT F/AUTO,OTHERS,1200 - 1299 BLOCK OF K STREET NW,1,101,2,2F,Cluster 8,010100 1,10100,Precinct 129,18121051,397497.21,137185.88,7/23/18 1:07,
7/23/18 2:53,MIDNIGHT,THEFT F/AUTO,OTHERS,1100 - 1199 BLOCK OF PENN STREET NE,5,506,5,5D,Cluster 23,008802 4,8802,Precinct 77,18121066,401000,137671,7/23/18 1:54,
7/23/18 5:07,MIDNIGHT,THEFT/OTHER,OTHERS,2300 2349  BLOCK OF GEORGIA AVENUE NW,3,305,1,1B,Cluster 3,003500 2,3500,Precinct 37,18121084,398093,139178,7/23/18 4:43,
7/23/18 6:42,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,7,708,8,8D,Cluster 39,009807 1,9807,Precinct 124,18121090,399218,129419,7/23/18 5:18,7/23/18 6:36
7/23/18 15:57,EVENING,THEFT F/AUTO,OTHERS,5200 - 5299 BLOCK OF 12TH STREET NE,4,405,5,5A,Cluster 19,009508 2,9508,Precinct 66,18121098,400827,143055,7/22/18 20:00,7/23/18 7:00
7/23/18 7:27,DAY,BURGLARY,OTHERS,1300 - 1399 BLOCK OF CLIFTON STREET NW,3,304,1,1B,Cluster 2,003600 1,3600,Precinct 23,18121102,397324,139395,7/23/18 6:44,
7/23/18 8:38,DAY,THEFT F/AUTO,OTHERS,2200 2299  BLOCK OF GOOD HOPE ROAD SE,7,701,8,8B,Cluster 28,007504 1,7504,Precinct 114,18121123,402094,132953,7/23/18 0:01,7/23/18 7:50
7/23/18 9:21,DAY,MOTOR VEHICLE THEFT,OTHERS,100 - 299 BLOCK OF FRANKLIN STREET NE,5,502,5,5E,Cluster 21,009203 1,9203,Precinct 74,18121146,399640,139764,7/23/18 8:39,
7/23/18 10:09,DAY,THEFT F/AUTO,OTHERS,2800 - 2829 BLOCK OF GEORGIA AVENUE NW,3,304,1,1B,Cluster 2,003500 1,3500,Precinct 37,18121152,398019,139835,7/23/18 8:00,7/23/18 8:30
7/23/18 11:11,DAY,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF SWANN STREET NW,3,301,2,2B,Cluster 3,004300 2,4300,Precinct 141,18121188,397116,138552,7/20/18 16:34,7/20/18 18:00
